order_hour,weekend,meal_time,cart_size,cart_value_bucket,user_price_sensitivity,user_city_tier,restaurant_city_tier,same_city_tier,user_frequency,user_avg_spend,restaurant_popularity,candidate_category,candidate_price,candidate_price_percentile,candidate_popularity,semantic_similarity,late_night,is_weekend,is_beverage,is_dessert,expensive_candidate,high_price_sensitive,price_sensitive_x_expensive
0,0,LateNight,3,High,low,Tier1,Tier2,0,14,765.4444444444445,77,Side,333,0.6666666666666666,28,0.0011028058969729986,0,0,0,0,1,0,0
0,0,LateNight,3,High,high,Tier2,Tier1,0,20,600.90625,99,Dessert,423,1.0,59,-0.025349426070203854,0,0,0,1,1,1,1
0,0,LateNight,3,High,high,Tier2,Tier1,0,20,600.90625,99,Beverage,200,0.5,59,0.049723908803831506,0,0,1,0,0,1,0
0,0,LateNight,2,Medium,medium,Tier3,Tier2,0,8,617.1176470588235,117,Dessert,254,0.2857142857142857,53,0.033939688642576876,0,0,0,1,0,0,0
0,0,LateNight,2,Medium,medium,Tier3,Tier2,0,8,617.1176470588235,117,Beverage,272,0.5714285714285714,53,-0.023420269430947188,0,0,1,0,0,0,0
0,0,LateNight,2,Medium,medium,Tier3,Tier2,0,8,617.1176470588235,117,Beverage,280,0.7142857142857143,53,0.10656779133731659,0,0,1,0,0,0,0
0,0,LateNight,2,Medium,medium,Tier3,Tier2,0,8,617.1176470588235,117,Side,435,1.0,53,-0.0013550045631788598,0,0,0,0,1,0,0
0,0,LateNight,4,High,low,Tier2,Tier2,1,5,778.7692307692307,77,Side,333,0.6666666666666666,20,0.01313433111575987,0,0,0,0,1,0,0
0,0,LateNight,4,High,low,Tier2,Tier2,1,5,778.7692307692307,77,Beverage,101,0.1111111111111111,20,-0.09633015135379884,0,0,1,0,0,0,0
0,0,LateNight,4,High,low,Tier2,Tier2,1,5,778.7692307692307,77,Beverage,187,0.4444444444444444,20,-0.02569884951838532,0,0,1,0,0,0,0
0,0,LateNight,4,High,low,Tier2,Tier2,1,5,778.7692307692307,77,Dessert,334,0.7777777777777778,20,-0.04657509490541425,0,0,0,1,1,0,0
0,0,LateNight,4,High,low,Tier2,Tier2,1,5,778.7692307692307,77,Dessert,247,0.5555555555555556,20,0.08940016277803917,0,0,0,1,0,0,0
0,0,LateNight,4,High,low,Tier2,Tier2,1,5,778.7692307692307,77,Dessert,144,0.3333333333333333,20,0.042868146248984294,0,0,0,1,0,0,0
0,0,LateNight,3,High,low,Tier3,Tier3,1,14,531.28,89,Beverage,240,0.18181818181818182,16,-0.055806856809520605,0,0,1,0,0,0,0
0,0,LateNight,3,High,low,Tier3,Tier3,1,14,531.28,89,Beverage,439,0.9090909090909091,16,-0.04799422220698283,0,0,1,0,1,0,0
0,0,LateNight,3,High,low,Tier3,Tier3,1,14,531.28,89,Beverage,296,0.36363636363636365,16,0.032532190189027414,0,0,1,0,0,0,0
0,0,LateNight,3,High,low,Tier3,Tier3,1,14,531.28,89,Side,342,0.45454545454545453,16,-0.04641565161641242,0,0,0,0,1,0,0
0,0,LateNight,3,High,low,Tier3,Tier3,1,14,531.28,89,Side,287,0.2727272727272727,16,0.017961859134957407,0,0,0,0,0,0,0
0,0,LateNight,3,Medium,high,Tier1,Tier2,0,17,680.2058823529412,62,Side,139,0.25,62,-0.017891507093867907,0,0,0,0,0,1,0
0,0,LateNight,3,Medium,high,Tier1,Tier2,0,17,680.2058823529412,62,Dessert,182,0.5,62,0.01342404002233509,0,0,0,1,0,1,0
0,0,LateNight,3,Medium,high,Tier1,Tier2,0,17,680.2058823529412,62,Beverage,324,1.0,62,0.009412612001945545,0,0,1,0,1,1,1
1,0,LateNight,3,High,medium,Tier1,Tier1,1,10,649.0,103,Beverage,367,0.7777777777777778,13,0.04454488081485929,0,0,1,0,1,0,0
1,0,LateNight,3,High,medium,Tier1,Tier1,1,10,649.0,103,Dessert,450,0.8888888888888888,13,-0.018589368768346676,0,0,0,1,1,0,0
1,0,LateNight,3,High,medium,Tier1,Tier1,1,10,649.0,103,Beverage,188,0.2222222222222222,13,-0.0004682040532188802,0,0,1,0,0,0,0
1,0,LateNight,3,High,medium,Tier1,Tier1,1,10,649.0,103,Dessert,254,0.3333333333333333,13,-0.001661847046375669,0,0,0,1,0,0,0
1,0,LateNight,2,Low,low,Tier2,Tier2,1,13,662.2222222222222,90,Dessert,355,0.7142857142857143,31,-0.023921734685490775,0,0,0,1,1,0,0
1,0,LateNight,2,Low,low,Tier2,Tier2,1,13,662.2222222222222,90,Side,341,0.5714285714285714,31,0.002856106898041562,0,0,0,0,1,0,0
1,0,LateNight,2,Low,low,Tier2,Tier2,1,13,662.2222222222222,90,Side,487,1.0,31,0.07975541197051166,0,0,0,0,1,0,0
1,0,LateNight,2,Low,low,Tier2,Tier2,1,13,662.2222222222222,90,Beverage,83,0.14285714285714285,31,0.02196141966194528,0,0,1,0,0,0,0
1,0,LateNight,3,High,low,Tier2,Tier1,0,15,549.3103448275862,143,Side,172,0.5,143,-0.028441310177033514,0,0,0,0,0,0,0
1,0,LateNight,3,High,low,Tier2,Tier1,0,15,549.3103448275862,143,Beverage,262,0.75,143,-0.03135939744184758,0,0,1,0,0,0,0
1,0,LateNight,3,High,low,Tier2,Tier1,0,15,549.3103448275862,143,Beverage,462,1.0,143,0.029063790904707672,0,0,1,0,1,0,0
1,0,LateNight,2,Medium,low,Tier3,Tier2,0,19,672.5,69,Beverage,361,1.0,17,-0.06222662785978449,0,0,1,0,1,0,0
1,0,LateNight,2,Medium,low,Tier3,Tier2,0,19,672.5,69,Dessert,82,0.14285714285714285,17,0.009998127828412827,0,0,0,1,0,0,0
1,0,LateNight,2,High,low,Tier1,Tier1,1,16,553.0769230769231,62,Dessert,392,0.7142857142857143,26,0.0043274344508504245,0,0,0,1,1,0,0
1,0,LateNight,2,High,low,Tier1,Tier1,1,16,553.0769230769231,62,Beverage,415,0.8571428571428571,26,-0.012667974504867315,0,0,1,0,1,0,0
1,0,LateNight,2,High,low,Tier1,Tier1,1,16,553.0769230769231,62,Side,226,0.42857142857142855,26,-0.006224836741027161,0,0,0,0,0,0,0
1,0,LateNight,2,High,low,Tier1,Tier1,1,16,553.0769230769231,62,Side,150,0.2857142857142857,26,0.08930059389911264,0,0,0,0,0,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier1,0,10,591.1052631578947,148,Dessert,191,0.6,109,0.050582658869679546,0,0,0,1,0,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier1,0,10,591.1052631578947,148,Beverage,355,1.0,109,-0.04122481754698783,0,0,1,0,1,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier1,0,10,591.1052631578947,148,Dessert,95,0.2,109,-0.06397666763986874,0,0,0,1,0,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier2,1,18,509.48275862068965,64,Side,320,0.5,27,0.059475586175811106,0,0,0,0,1,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier2,1,18,509.48275862068965,64,Dessert,129,0.125,27,0.04236750343576061,0,0,0,1,0,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier2,1,18,509.48275862068965,64,Beverage,356,0.75,27,-0.018298698240590112,0,0,1,0,1,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier2,1,18,509.48275862068965,64,Beverage,265,0.375,27,0.019536286456764043,0,0,1,0,0,0,0
1,0,LateNight,2,Medium,low,Tier2,Tier2,1,18,509.48275862068965,64,Dessert,211,0.25,27,0.09994511273973429,0,0,0,1,0,0,0
1,0,LateNight,2,Medium,medium,Tier1,Tier3,0,11,601.0,134,Side,388,0.75,82,0.04245637910818594,0,0,0,0,1,0,0
1,0,LateNight,2,High,medium,Tier1,Tier1,1,12,808.8,106,Side,446,0.7142857142857143,75,0.08491175883607784,0,0,0,0,1,0,0
1,0,LateNight,2,High,medium,Tier1,Tier1,1,12,808.8,106,Beverage,152,0.14285714285714285,75,-0.0011648971516269612,0,0,1,0,0,0,0
1,0,LateNight,2,High,medium,Tier1,Tier1,1,12,808.8,106,Side,476,1.0,75,0.05414974162665239,0,0,0,0,1,0,0
1,0,LateNight,2,High,medium,Tier1,Tier1,1,12,808.8,106,Beverage,295,0.2857142857142857,75,-0.027219664671221923,0,0,1,0,0,0,0
1,0,LateNight,2,High,medium,Tier1,Tier1,1,12,808.8,106,Dessert,459,0.8571428571428571,75,-0.05254620432147583,0,0,0,1,1,0,0
1,0,LateNight,3,High,medium,Tier2,Tier1,0,12,605.6086956521739,135,Dessert,380,1.0,75,0.03021582094400934,0,0,0,1,1,0,0
1,0,LateNight,3,High,medium,Tier2,Tier1,0,12,605.6086956521739,135,Beverage,107,0.2,75,0.07807760564933883,0,0,1,0,0,0,0
1,0,LateNight,3,High,medium,Tier2,Tier1,0,12,605.6086956521739,135,Side,275,0.7,75,0.03238514139317177,0,0,0,0,0,0,0
1,0,LateNight,3,High,medium,Tier2,Tier1,0,12,605.6086956521739,135,Beverage,166,0.4,75,-0.022596746659876456,0,0,1,0,0,0,0
1,0,LateNight,3,High,medium,Tier2,Tier1,0,12,605.6086956521739,135,Dessert,159,0.3,75,0.05825154898879994,0,0,0,1,0,0,0
1,0,LateNight,3,High,medium,Tier2,Tier1,0,12,605.6086956521739,135,Dessert,84,0.1,75,0.01180833014289776,0,0,0,1,0,0,0
2,0,LateNight,2,Medium,low,Tier3,Tier3,1,18,633.6296296296297,117,Beverage,299,0.7777777777777778,16,0.027972051480229427,0,0,1,0,0,0,0
2,0,LateNight,2,Medium,low,Tier3,Tier3,1,18,633.6296296296297,117,Beverage,409,1.0,16,0.01231864766977778,0,0,1,0,1,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,22,658.7560975609756,128,Side,194,0.2857142857142857,18,-0.09555785511440328,0,0,0,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,22,658.7560975609756,128,Side,242,0.42857142857142855,18,-0.06266763936751978,0,0,0,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,22,658.7560975609756,128,Beverage,292,0.5714285714285714,18,0.07025783987942055,0,0,1,0,0,0,0
2,0,LateNight,2,Medium,low,Tier3,Tier3,1,18,633.6296296296297,117,Dessert,294,0.6666666666666666,16,0.08101068049691203,0,0,0,1,0,0,0
2,0,LateNight,2,Medium,low,Tier3,Tier3,1,18,633.6296296296297,117,Dessert,102,0.2222222222222222,16,-0.03976407975160177,0,0,0,1,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,26,584.8,76,Beverage,119,0.375,38,0.10709117514058424,0,0,1,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,26,584.8,76,Beverage,457,1.0,38,0.0018872583146109481,0,0,1,0,1,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,26,584.8,76,Beverage,236,0.5,38,-0.003595511598022382,0,0,1,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,26,584.8,76,Dessert,239,0.625,38,-0.03932648546210521,0,0,0,1,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,26,584.8,76,Side,93,0.125,38,0.037596806310169824,0,0,0,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,26,584.8,76,Dessert,99,0.25,38,0.08019283293639518,0,0,0,1,0,0,0
2,0,LateNight,2,High,medium,Tier1,Tier1,1,7,476.15384615384613,119,Dessert,456,1.0,21,-0.03484862930439335,0,0,0,1,1,0,0
2,0,LateNight,2,High,medium,Tier1,Tier1,1,7,476.15384615384613,119,Beverage,445,0.8333333333333334,21,0.0028256817781082484,0,0,1,0,1,0,0
2,0,LateNight,2,High,medium,Tier1,Tier1,1,9,573.5294117647059,161,Side,435,0.5714285714285714,58,0.0427182245544392,0,0,0,0,1,0,0
2,0,LateNight,2,High,medium,Tier1,Tier1,1,9,573.5294117647059,161,Side,473,0.8571428571428571,58,0.024833644120601805,0,0,0,0,1,0,0
2,0,LateNight,2,High,medium,Tier1,Tier1,1,10,834.1904761904761,96,Side,483,1.0,34,-0.07303712901325295,0,0,0,0,1,0,0
2,0,LateNight,2,Medium,medium,Tier1,Tier2,0,15,566.76,69,Beverage,361,1.0,19,-0.03762720053446595,0,0,1,0,1,0,0
2,0,LateNight,2,Medium,medium,Tier1,Tier2,0,15,566.76,69,Dessert,82,0.14285714285714285,19,-0.017816614091790188,0,0,0,1,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,8,603.7857142857143,106,Side,446,0.7142857142857143,75,0.08491175883607784,0,0,0,0,1,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,8,603.7857142857143,106,Beverage,295,0.2857142857142857,75,-0.027219664671221923,0,0,1,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,8,603.7857142857143,106,Beverage,152,0.14285714285714285,75,-0.0011648971516269612,0,0,1,0,0,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,8,603.7857142857143,106,Dessert,459,0.8571428571428571,75,-0.05254620432147583,0,0,0,1,1,0,0
2,0,LateNight,2,Medium,medium,Tier2,Tier1,0,8,603.7857142857143,106,Side,476,1.0,75,0.05414974162665239,0,0,0,0,1,0,0
3,0,LateNight,2,Medium,medium,Tier3,Tier1,0,8,606.8571428571429,108,Beverage,124,0.25,14,0.045782822653387886,0,0,1,0,0,0,0
3,0,LateNight,2,Medium,medium,Tier3,Tier1,0,8,606.8571428571429,108,Dessert,460,0.75,14,0.05934328863877182,0,0,0,1,1,0,0
3,0,LateNight,2,Medium,medium,Tier3,Tier1,0,8,606.8571428571429,108,Beverage,354,0.5833333333333334,14,0.008186797445606644,0,0,1,0,1,0,0
3,0,LateNight,2,Medium,medium,Tier3,Tier1,0,8,606.8571428571429,108,Side,105,0.08333333333333333,14,-0.05212013367083697,0,0,0,0,0,0,0
3,0,LateNight,3,High,medium,Tier3,Tier2,0,19,718.5348837209302,72,Dessert,160,0.6,37,0.020727413514525346,0,0,0,1,0,0,0
3,0,LateNight,3,High,medium,Tier3,Tier2,0,19,718.5348837209302,72,Beverage,125,0.4,37,0.0002615164880842081,0,0,1,0,0,0,0
3,0,LateNight,2,Medium,high,Tier2,Tier1,0,20,540.7647058823529,78,Side,118,0.2857142857142857,36,-0.05899504338404845,0,0,0,0,0,1,0
3,0,LateNight,2,Medium,high,Tier2,Tier1,0,20,540.7647058823529,78,Dessert,156,0.42857142857142855,36,-0.04276086897715746,0,0,0,1,0,1,0
3,0,LateNight,2,Medium,high,Tier2,Tier1,0,20,540.7647058823529,78,Beverage,399,1.0,36,-0.08805321925760691,0,0,1,0,1,1,1
3,0,LateNight,2,Medium,high,Tier2,Tier1,0,20,540.7647058823529,78,Dessert,211,0.5714285714285714,36,0.0979050785218632,0,0,0,1,0,1,0
3,0,LateNight,2,Medium,high,Tier2,Tier1,0,20,540.7647058823529,78,Side,97,0.14285714285714285,36,-0.020246571531057276,0,0,0,0,0,1,0
3,0,LateNight,2,Medium,medium,Tier2,Tier2,1,11,491.45,111,Beverage,100,0.2,83,-0.006999940419602984,0,0,1,0,0,0,0
3,0,LateNight,2,Medium,medium,Tier2,Tier2,1,11,491.45,111,Side,429,1.0,83,-0.022599030517274264,0,0,0,0,1,0,0
3,0,LateNight,2,Medium,medium,Tier2,Tier2,1,11,491.45,111,Side,304,0.6,83,0.09329695411234984,0,0,0,0,1,0,0
3,0,LateNight,2,Medium,high,Tier2,Tier3,0,18,438.25,56,Beverage,483,1.0,7,0.017330223993157978,0,0,1,0,1,1,1
3,0,LateNight,2,Medium,high,Tier2,Tier3,0,18,438.25,56,Beverage,128,0.09090909090909091,7,0.0034203499581600995,0,0,1,0,0,1,0
3,0,LateNight,2,Medium,high,Tier2,Tier3,0,18,438.25,56,Beverage,180,0.18181818181818182,7,-0.09673888892932969,0,0,1,0,0,1,0
3,0,LateNight,2,Medium,high,Tier2,Tier3,0,18,438.25,56,Side,186,0.2727272727272727,7,0.10004329480067027,0,0,0,0,0,1,0
3,0,LateNight,2,Medium,high,Tier2,Tier3,0,18,438.25,56,Beverage,467,0.8181818181818182,7,0.019277760491621356,0,0,1,0,1,1,1
3,0,LateNight,3,Medium,low,Tier1,Tier1,1,12,613.1904761904761,135,Dessert,84,0.1,75,0.01180833014289776,0,0,0,1,0,0,0
3,0,LateNight,3,Medium,low,Tier1,Tier1,1,12,613.1904761904761,135,Beverage,166,0.4,75,-0.022596746659876456,0,0,1,0,0,0,0
3,0,LateNight,3,Medium,low,Tier1,Tier1,1,12,613.1904761904761,135,Dessert,159,0.3,75,0.05825154898879994,0,0,0,1,0,0,0
3,0,LateNight,3,Medium,low,Tier1,Tier1,1,12,613.1904761904761,135,Side,275,0.7,75,0.03238514139317177,0,0,0,0,0,0,0
3,0,LateNight,3,Medium,low,Tier1,Tier1,1,12,613.1904761904761,135,Beverage,107,0.2,75,0.07807760564933883,0,0,1,0,0,0,0
3,0,LateNight,3,Medium,low,Tier1,Tier1,1,12,613.1904761904761,135,Dessert,380,1.0,75,0.03021582094400934,0,0,0,1,1,0,0
3,0,LateNight,4,High,low,Tier1,Tier2,0,12,590.2631578947369,142,Side,379,0.625,26,-0.111222185687518,0,0,0,0,1,0,0
3,0,LateNight,4,High,low,Tier1,Tier2,0,12,590.2631578947369,142,Beverage,465,0.875,26,0.05241127722470487,0,0,1,0,1,0,0
3,0,LateNight,4,High,low,Tier1,Tier2,0,12,590.2631578947369,142,Dessert,384,0.75,26,0.07009769587124175,0,0,0,1,1,0,0
3,0,LateNight,4,High,low,Tier1,Tier2,0,12,590.2631578947369,142,Beverage,281,0.5,26,-0.08199081466610571,0,0,1,0,0,0,0
3,0,LateNight,4,High,low,Tier1,Tier2,0,12,590.2631578947369,142,Beverage,490,1.0,26,0.01178255050801674,0,0,1,0,1,0,0
4,0,LateNight,2,Medium,low,Tier1,Tier2,0,18,561.53125,148,Beverage,116,0.5,57,0.004296328431449384,0,0,1,0,0,0,0
4,0,LateNight,2,Medium,low,Tier1,Tier2,0,18,561.53125,148,Side,88,0.25,57,0.04971396796916467,0,0,0,0,0,0,0
4,0,LateNight,2,Medium,medium,Tier1,Tier1,1,20,617.375,72,Beverage,410,0.75,26,-0.041954028019801685,0,0,1,0,1,0,0
4,0,LateNight,2,Medium,high,Tier1,Tier1,1,20,482.030303030303,78,Beverage,320,1.0,32,-0.0700648963827388,0,0,1,0,1,1,1
4,0,LateNight,2,Medium,high,Tier1,Tier1,1,20,482.030303030303,78,Beverage,246,0.5,32,0.01787821022269151,0,0,1,0,0,1,0
4,0,LateNight,2,High,medium,Tier1,Tier1,1,15,702.5357142857143,78,Dessert,288,0.5,78,0.017698146927031186,0,0,0,1,0,0,0
4,0,LateNight,2,High,medium,Tier1,Tier1,1,15,702.5357142857143,78,Side,211,0.3333333333333333,78,0.052167869085241306,0,0,0,0,0,0,0
4,0,LateNight,2,High,medium,Tier1,Tier1,1,15,702.5357142857143,78,Side,465,1.0,78,0.016364588922030444,0,0,0,0,1,0,0
4,0,LateNight,2,High,medium,Tier1,Tier1,1,15,702.5357142857143,78,Dessert,303,0.6666666666666666,78,-0.053145786103229335,0,0,0,1,1,0,0
4,0,LateNight,2,High,medium,Tier1,Tier1,1,15,702.5357142857143,78,Side,206,0.16666666666666666,78,-0.021288493481942162,0,0,0,0,0,0,0
4,0,LateNight,2,Medium,medium,Tier2,Tier2,1,24,611.7692307692307,90,Dessert,355,0.7142857142857143,31,-0.023921734685490775,0,0,0,1,1,0,0
4,0,LateNight,2,Medium,medium,Tier2,Tier2,1,24,611.7692307692307,90,Side,487,1.0,31,0.07975541197051166,0,0,0,0,1,0,0
4,0,LateNight,2,Medium,medium,Tier2,Tier2,1,24,611.7692307692307,90,Beverage,83,0.14285714285714285,31,0.02196141966194528,0,0,1,0,0,0,0
4,0,LateNight,2,Medium,medium,Tier2,Tier2,1,24,611.7692307692307,90,Side,341,0.5714285714285714,31,0.002856106898041562,0,0,0,0,1,0,0
4,0,LateNight,2,Medium,medium,Tier1,Tier3,0,15,694.3793103448276,110,Beverage,126,0.25,59,-0.04056058468485053,0,0,1,0,0,0,0
4,0,LateNight,2,Medium,medium,Tier1,Tier3,0,15,694.3793103448276,110,Dessert,275,0.75,59,-0.06180604949911303,0,0,0,1,0,0,0
5,0,LateNight,3,High,low,Tier1,Tier2,0,19,627.1351351351351,108,Beverage,87,0.1111111111111111,14,-0.0026929089430886557,0,0,1,0,0,0,0
5,0,LateNight,3,High,low,Tier1,Tier2,0,19,627.1351351351351,108,Side,355,0.8888888888888888,14,-0.03471823117838992,0,0,0,0,1,0,0
5,0,LateNight,3,High,low,Tier1,Tier2,0,19,627.1351351351351,108,Beverage,206,0.3333333333333333,14,-0.05337943912826563,0,0,1,0,0,0,0
5,0,LateNight,3,High,low,Tier1,Tier2,0,19,627.1351351351351,108,Dessert,241,0.4444444444444444,14,-0.035085211806568845,0,0,0,1,0,0,0
5,0,LateNight,3,High,low,Tier1,Tier2,0,19,627.1351351351351,108,Beverage,262,0.5555555555555556,14,0.012570545353719627,0,0,1,0,0,0,0
5,0,LateNight,3,High,low,Tier1,Tier2,0,19,627.1351351351351,108,Side,270,0.6666666666666666,14,0.052449807380718756,0,0,0,0,0,0,0
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,12,503.2105263157895,103,Beverage,367,0.7777777777777778,13,0.04454488081485929,0,0,1,0,1,1,1
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,12,503.2105263157895,103,Dessert,450,0.8888888888888888,13,-0.018589368768346676,0,0,0,1,1,1,1
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,12,503.2105263157895,103,Dessert,254,0.3333333333333333,13,-0.001661847046375669,0,0,0,1,0,1,0
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,12,503.2105263157895,103,Beverage,188,0.2222222222222222,13,-0.0004682040532188802,0,0,1,0,0,1,0
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,17,553.4666666666667,78,Side,483,0.75,78,0.025929151897789545,0,0,0,0,1,0,0
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,20,552.7941176470588,77,Beverage,436,0.8,77,-0.10493951403632461,0,0,1,0,1,1,1
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,17,553.4666666666667,78,Side,487,1.0,78,0.023288293864710454,0,0,0,0,1,0,0
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,20,552.7941176470588,77,Beverage,353,0.6,77,-0.002582043983778844,0,0,1,0,1,1,1
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,17,553.4666666666667,78,Dessert,443,0.5,78,-0.04443084627168652,0,0,0,1,1,0,0
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,20,552.7941176470588,77,Beverage,448,1.0,77,-0.01783071807504111,0,0,1,0,1,1,1
5,0,LateNight,2,Medium,high,Tier1,Tier1,1,20,552.7941176470588,77,Side,310,0.4,77,-0.026905413289301693,0,0,0,0,1,1,1
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,14,632.7692307692307,129,Beverage,416,0.6666666666666666,129,0.039255060009412035,0,0,1,0,1,0,0
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,14,632.7692307692307,129,Beverage,499,1.0,129,0.015379831305405484,0,0,1,0,1,0,0
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,14,632.7692307692307,129,Beverage,137,0.16666666666666666,129,0.013768277239550639,0,0,1,0,0,0,0
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,14,632.7692307692307,129,Beverage,466,0.8333333333333334,129,0.005945419412704299,0,0,1,0,1,0,0
5,0,LateNight,2,Medium,medium,Tier1,Tier1,1,14,632.7692307692307,129,Dessert,205,0.5,129,0.05405310750236624,0,0,0,1,0,0,0
6,0,Breakfast,3,High,low,Tier1,Tier3,0,13,579.1538461538462,139,Beverage,416,0.875,31,-0.03231767785990725,0,0,1,0,1,0,0
6,0,Breakfast,3,High,low,Tier1,Tier3,0,13,579.1538461538462,139,Beverage,427,1.0,31,-0.02661956675033286,0,0,1,0,1,0,0
6,0,Breakfast,3,High,low,Tier1,Tier3,0,13,579.1538461538462,139,Side,359,0.625,31,-0.04270240127507985,0,0,0,0,1,0,0
6,0,Breakfast,3,High,low,Tier1,Tier3,0,13,579.1538461538462,139,Side,194,0.125,31,-0.018820754723114078,0,0,0,0,0,0,0
6,0,Breakfast,3,High,low,Tier1,Tier3,0,13,579.1538461538462,139,Dessert,220,0.375,31,-0.10723598562188193,0,0,0,1,0,0,0
