order_id,user_id,restaurant_id,item_id,category,price,order_hour,weekend,timestamp,meal_time,cart_size,cart_value_bucket,user_price_sensitivity,restaurant_rating,user_city_tier,restaurant_city_tier,order_total_value,user_frequency,user_avg_spend,restaurant_popularity,item_popularity
69,1132,50,567,Main,88,4,0,2025-02-03 04:59:00,LateNight,2,Medium,low,4.7,Tier1,Tier1,347,16,584.65625,128,37
69,1132,50,1120,Beverage,259,4,0,2025-02-03 04:59:00,LateNight,2,Medium,low,4.7,Tier1,Tier1,347,16,584.65625,128,62
70,938,17,1016,Main,162,19,0,2025-01-15 19:19:00,Dinner,2,Low,medium,3.9,Tier1,Tier1,244,17,607.030303030303,74,74
70,938,17,456,Dessert,82,19,0,2025-01-15 19:19:00,Dinner,2,Low,medium,3.9,Tier1,Tier1,244,17,607.030303030303,74,21
71,509,42,627,Main,109,16,0,2025-02-03 16:40:00,Dinner,2,Medium,medium,4.8,Tier1,Tier1,537,11,592.7142857142857,115,64
71,509,42,673,Beverage,428,16,0,2025-02-03 16:40:00,Dinner,2,Medium,medium,4.8,Tier1,Tier1,537,11,592.7142857142857,115,33
73,588,25,695,Main,179,1,0,2025-01-20 01:40:00,LateNight,2,Medium,high,4.1,Tier1,Tier3,411,14,562.6086956521739,128,84
73,588,25,665,Side,232,1,0,2025-01-20 01:40:00,LateNight,2,Medium,high,4.1,Tier1,Tier3,411,14,562.6086956521739,128,61
74,1384,174,78,Main,100,7,1,2025-01-25 07:13:00,Breakfast,2,Medium,low,4.8,Tier3,Tier2,576,5,416.14285714285717,114,58
74,1384,174,1003,Beverage,476,7,1,2025-01-25 07:13:00,Breakfast,2,Medium,low,4.8,Tier3,Tier2,576,5,416.14285714285717,114,67
75,1269,194,466,Main,452,23,0,2025-02-28 23:39:00,LateNight,1,Medium,medium,3.7,Tier2,Tier1,452,23,712.8444444444444,79,79
77,42,118,198,Main,154,10,0,2025-02-25 10:40:00,Breakfast,2,Medium,medium,3.5,Tier2,Tier2,430,12,621.2380952380952,127,16
77,42,118,1194,Dessert,276,10,0,2025-02-25 10:40:00,Breakfast,2,Medium,medium,3.5,Tier2,Tier2,430,12,621.2380952380952,127,40
78,339,173,55,Main,382,19,0,2025-02-27 19:07:00,Dinner,1,Medium,low,4.2,Tier3,Tier1,382,20,605.8684210526316,166,50
80,661,86,539,Main,302,14,0,2025-02-18 14:50:00,Lunch,2,Medium,medium,4.6,Tier3,Tier1,397,7,459.4166666666667,148,109
80,661,86,836,Dessert,95,14,0,2025-02-18 14:50:00,Lunch,2,Medium,medium,4.6,Tier3,Tier1,397,7,459.4166666666667,148,15
81,950,18,1079,Main,382,6,0,2025-01-23 06:47:00,Breakfast,2,High,low,4.7,Tier3,Tier1,872,10,538.8,140,50
81,950,18,964,Side,490,6,0,2025-01-23 06:47:00,Breakfast,2,High,low,4.7,Tier3,Tier1,872,10,538.8,140,20
82,81,77,282,Main,487,20,0,2025-01-15 20:57:00,Dinner,2,Medium,medium,4.2,Tier2,Tier1,687,9,579.1875,134,98
82,81,77,942,Beverage,200,20,0,2025-01-15 20:57:00,Dinner,2,Medium,medium,4.2,Tier2,Tier1,687,9,579.1875,134,63
84,943,0,32,Main,289,12,0,2025-02-04 12:55:00,Lunch,2,Medium,high,4.4,Tier1,Tier1,569,11,532.0,178,86
84,943,0,638,Beverage,280,12,0,2025-02-04 12:55:00,Lunch,2,Medium,high,4.4,Tier1,Tier1,569,11,532.0,178,88
85,125,135,255,Main,134,13,1,2025-01-25 13:42:00,Lunch,4,High,medium,4.4,Tier3,Tier2,798,16,585.8571428571429,77,20
85,125,135,425,Beverage,187,13,1,2025-01-25 13:42:00,Lunch,4,High,medium,4.4,Tier3,Tier2,798,16,585.8571428571429,77,22
85,125,135,223,Dessert,144,13,1,2025-01-25 13:42:00,Lunch,4,High,medium,4.4,Tier3,Tier2,798,16,585.8571428571429,77,8
85,125,135,210,Side,333,13,1,2025-01-25 13:42:00,Lunch,4,High,medium,4.4,Tier3,Tier2,798,16,585.8571428571429,77,25
86,1385,51,202,Main,344,6,0,2025-02-28 06:06:00,Breakfast,2,Medium,high,3.6,Tier1,Tier1,609,20,463.83870967741933,172,117
86,1385,51,706,Beverage,265,6,0,2025-02-28 06:06:00,Breakfast,2,Medium,high,3.6,Tier1,Tier1,609,20,463.83870967741933,172,44
87,956,91,611,Main,129,16,0,2025-02-20 16:40:00,Dinner,1,Low,medium,4.8,Tier1,Tier1,129,10,649.0,119,12
88,783,188,940,Main,253,23,0,2025-01-20 23:45:00,LateNight,1,Low,low,4.6,Tier3,Tier2,253,14,537.0,148,57
89,1314,132,516,Main,435,12,0,2025-01-30 12:24:00,Lunch,1,Medium,medium,4.8,Tier1,Tier1,435,24,635.225,132,24
90,382,132,851,Main,230,2,0,2025-01-06 02:11:00,LateNight,2,Medium,medium,4.8,Tier1,Tier1,394,15,506.6818181818182,132,80
90,382,132,269,Beverage,164,2,0,2025-01-06 02:11:00,LateNight,2,Medium,medium,4.8,Tier1,Tier1,394,15,506.6818181818182,132,66
91,37,28,1015,Main,299,20,0,2025-01-21 20:21:00,Dinner,1,Low,medium,3.7,Tier1,Tier1,299,21,496.125,71,24
94,156,18,1079,Main,382,12,0,2025-02-06 12:21:00,Lunch,2,Medium,medium,4.7,Tier1,Tier1,464,8,477.09090909090907,140,50
94,156,18,440,Dessert,82,12,0,2025-02-06 12:21:00,Lunch,2,Medium,medium,4.7,Tier1,Tier1,464,8,477.09090909090907,140,14
95,202,7,808,Main,451,8,1,2025-01-25 08:53:00,Breakfast,1,Medium,medium,4.3,Tier2,Tier2,451,14,580.5,128,15
96,1231,71,906,Main,449,0,0,2025-01-07 00:35:00,LateNight,1,Medium,medium,3.6,Tier2,Tier1,449,22,554.060606060606,75,40
97,1387,114,696,Main,317,4,0,2025-01-20 04:53:00,LateNight,1,Medium,medium,4.3,Tier1,Tier1,317,23,552.2857142857143,128,20
98,1282,81,822,Main,352,15,0,2025-02-21 15:01:00,Lunch,3,High,high,3.8,Tier2,Tier3,1127,16,623.4375,139,30
98,1282,81,1126,Beverage,416,15,0,2025-02-21 15:01:00,Lunch,3,High,high,3.8,Tier2,Tier3,1127,16,623.4375,139,36
98,1282,81,927,Side,359,15,0,2025-02-21 15:01:00,Lunch,3,High,high,3.8,Tier2,Tier3,1127,16,623.4375,139,30
102,458,34,1046,Main,156,10,1,2025-02-15 10:35:00,Breakfast,2,Medium,medium,3.8,Tier1,Tier1,604,17,645.3333333333334,66,66
102,458,34,383,Beverage,448,10,1,2025-02-15 10:35:00,Breakfast,2,Medium,medium,3.8,Tier1,Tier1,604,17,645.3333333333334,66,21
103,1042,106,437,Main,355,0,0,2025-02-06 00:16:00,LateNight,2,Medium,high,4.7,Tier2,Tier1,473,23,581.0975609756098,78,42
103,1042,106,857,Side,118,0,0,2025-02-06 00:16:00,LateNight,2,Medium,high,4.7,Tier2,Tier1,473,23,581.0975609756098,78,13
104,1342,63,869,Main,414,12,0,2025-02-28 12:19:00,Lunch,1,Medium,high,3.7,Tier1,Tier2,414,16,611.6428571428571,130,79
105,1060,91,448,Main,114,18,0,2025-02-11 18:22:00,Dinner,2,Low,medium,4.8,Tier1,Tier1,233,10,567.0,119,72
105,1060,91,458,Beverage,119,18,0,2025-02-11 18:22:00,Dinner,2,Low,medium,4.8,Tier1,Tier1,233,10,567.0,119,28
106,868,171,912,Main,138,0,0,2025-01-14 00:06:00,LateNight,1,Low,medium,3.6,Tier2,Tier3,138,4,306.8333333333333,124,36
107,666,186,322,Main,448,2,1,2025-01-25 02:38:00,LateNight,3,High,medium,3.6,Tier3,Tier2,833,20,545.4571428571429,97,97
107,666,186,273,Beverage,250,2,1,2025-01-25 02:38:00,LateNight,3,High,medium,3.6,Tier3,Tier2,833,20,545.4571428571429,97,46
107,666,186,686,Dessert,135,2,1,2025-01-25 02:38:00,LateNight,3,High,medium,3.6,Tier3,Tier2,833,20,545.4571428571429,97,20
109,191,67,441,Main,303,10,0,2025-01-23 10:45:00,Breakfast,1,Medium,medium,3.7,Tier1,Tier3,303,9,469.8125,110,59
110,1354,125,258,Main,251,2,0,2025-02-21 02:19:00,LateNight,2,High,low,4.0,Tier2,Tier1,730,16,514.4615384615385,140,32
110,1354,125,1001,Dessert,479,2,0,2025-02-21 02:19:00,LateNight,2,High,low,4.0,Tier2,Tier1,730,16,514.4615384615385,140,57
111,61,198,377,Main,341,1,0,2025-02-19 01:24:00,LateNight,1,Medium,low,4.0,Tier2,Tier1,341,16,555.25,108,54
112,410,184,386,Main,300,21,0,2025-01-24 21:58:00,Dinner,1,Medium,medium,4.0,Tier1,Tier3,300,15,499.8695652173913,76,76
113,1246,157,954,Main,392,5,1,2025-02-23 05:02:00,LateNight,1,Medium,medium,3.9,Tier3,Tier1,392,22,611.7179487179487,76,26
114,29,37,225,Main,365,23,1,2025-02-08 23:55:00,LateNight,1,Medium,medium,4.3,Tier1,Tier2,365,15,431.17391304347825,70,70
115,164,186,322,Main,448,2,1,2025-02-23 02:44:00,LateNight,1,Medium,high,3.6,Tier2,Tier2,448,15,625.2758620689655,97,97
118,1421,34,1046,Main,156,23,0,2025-01-20 23:06:00,LateNight,2,Medium,medium,3.8,Tier2,Tier1,604,19,604.7931034482758,66,66
118,1421,34,383,Beverage,448,23,0,2025-01-20 23:06:00,LateNight,2,Medium,medium,3.8,Tier2,Tier1,604,19,604.7931034482758,66,21
119,1125,132,516,Main,435,14,0,2025-01-13 14:11:00,Lunch,1,Medium,high,4.8,Tier1,Tier1,435,15,526.1304347826087,132,24
120,726,104,723,Main,233,9,1,2025-02-16 09:04:00,Breakfast,2,Medium,medium,4.5,Tier2,Tier1,508,14,532.5,135,20
120,726,104,560,Side,275,9,1,2025-02-16 09:04:00,Breakfast,2,Medium,medium,4.5,Tier2,Tier1,508,14,532.5,135,50
121,979,82,389,Main,432,22,0,2025-02-14 22:06:00,LateNight,3,High,medium,3.6,Tier1,Tier2,717,15,624.24,72,37
121,979,82,1187,Beverage,125,22,0,2025-02-14 22:06:00,LateNight,3,High,medium,3.6,Tier1,Tier2,717,15,624.24,72,34
121,979,82,1146,Dessert,160,22,0,2025-02-14 22:06:00,LateNight,3,High,medium,3.6,Tier1,Tier2,717,15,624.24,72,27
122,1031,2,7,Main,348,6,0,2025-01-09 06:35:00,Breakfast,2,Medium,high,4.8,Tier2,Tier3,470,24,494.44444444444446,137,137
122,1031,2,1034,Beverage,122,6,0,2025-01-09 06:35:00,Breakfast,2,Medium,high,4.8,Tier2,Tier3,470,24,494.44444444444446,137,65
124,766,51,202,Main,344,23,0,2025-01-10 23:31:00,LateNight,2,Medium,medium,3.6,Tier3,Tier1,492,10,520.1176470588235,172,117
124,766,51,130,Beverage,148,23,0,2025-01-10 23:31:00,LateNight,2,Medium,medium,3.6,Tier3,Tier1,492,10,520.1176470588235,172,38
127,433,67,441,Main,303,13,0,2025-01-15 13:29:00,Lunch,2,Medium,medium,3.7,Tier1,Tier3,429,15,616.3214285714286,110,59
127,433,67,938,Beverage,126,13,0,2025-01-15 13:29:00,Lunch,2,Medium,medium,3.7,Tier1,Tier3,429,15,616.3214285714286,110,49
128,1329,0,32,Main,289,10,1,2025-02-08 10:13:00,Breakfast,3,High,low,4.4,Tier1,Tier1,868,18,605.4375,178,86
128,1329,0,905,Dessert,196,10,1,2025-02-08 10:13:00,Breakfast,3,High,low,4.4,Tier1,Tier1,868,18,605.4375,178,52
128,1329,0,826,Side,383,10,1,2025-02-08 10:13:00,Breakfast,3,High,low,4.4,Tier1,Tier1,868,18,605.4375,178,76
130,608,62,525,Main,97,18,0,2025-01-06 18:46:00,Dinner,2,Medium,low,3.6,Tier1,Tier1,540,25,528.6923076923077,78,78
130,608,62,1117,Dessert,443,18,0,2025-01-06 18:46:00,Dinner,2,Medium,low,3.6,Tier1,Tier1,540,25,528.6923076923077,78,31
131,278,30,799,Main,386,0,0,2025-02-05 00:32:00,LateNight,2,Medium,low,4.2,Tier2,Tier2,471,10,591.1052631578947,158,96
131,278,30,402,Beverage,85,0,0,2025-02-05 00:32:00,LateNight,2,Medium,low,4.2,Tier2,Tier2,471,10,591.1052631578947,158,19
132,49,57,764,Main,183,17,0,2025-02-04 17:39:00,Dinner,1,Low,medium,4.7,Tier1,Tier2,183,15,700.448275862069,105,34
134,1378,65,1147,Main,226,14,0,2025-02-12 14:28:00,Lunch,1,Low,medium,4.0,Tier2,Tier1,226,17,564.2666666666667,72,25
135,1135,138,921,Main,114,3,0,2025-02-18 03:52:00,LateNight,3,Medium,medium,4.2,Tier1,Tier2,607,16,532.8076923076923,104,22
135,1135,138,59,Beverage,233,3,0,2025-02-18 03:52:00,LateNight,3,Medium,medium,4.2,Tier1,Tier2,607,16,532.8076923076923,104,21
135,1135,138,583,Side,260,3,0,2025-02-18 03:52:00,LateNight,3,Medium,medium,4.2,Tier1,Tier2,607,16,532.8076923076923,104,44
136,373,80,871,Main,132,21,0,2025-01-23 21:13:00,Dinner,2,Medium,high,4.3,Tier2,Tier1,518,8,600.2,141,41
136,373,80,493,Dessert,386,21,0,2025-01-23 21:13:00,Dinner,2,Medium,high,4.3,Tier2,Tier1,518,8,600.2,141,22
138,157,13,655,Main,289,1,0,2025-01-02 01:04:00,LateNight,2,Medium,medium,4.5,Tier1,Tier1,374,10,410.42857142857144,114,41
138,157,13,491,Side,85,1,0,2025-01-02 01:04:00,LateNight,2,Medium,medium,4.5,Tier1,Tier1,374,10,410.42857142857144,114,44
139,770,127,520,Main,142,10,1,2025-01-11 10:14:00,Breakfast,1,Low,low,3.6,Tier1,Tier3,142,14,560.3846153846154,69,26
140,508,188,939,Main,335,21,0,2025-02-18 21:01:00,Dinner,2,Medium,low,4.6,Tier1,Tier2,451,16,664.1071428571429,148,91
